sep=;
0;This method submits an IVoiceInteractorRequest to an IVoiceInteractor, including a packageName and a IVoiceInteractorCallback, with the command and arguments specified by mCommand and mArgs.;This method submits an IVoiceInteractorRequest to an IVoiceInteractor, including a packageName and a IVoiceInteractorCallback, with the command and arguments specified by mCommand and mArgs.;This method submits an IVoiceInteractorRequest to an IVoiceInteractor, including a packageName and a IVoiceInteractorCallback, with the command and arguments specified by mCommand and mArgs.;;1.0;1.0;1.0;1.0
1;This method enables local staging for a group by setting properties for branchingPrivate, branchingPublic, and staged values, while also disabling remote staging. It also sets common staging options and updates the group with the new type settings. If the group does not have a staging group, the method creates one and publishes the layouts. Finally, it will check the default layout set branches.;This method enables local staging for a group by setting properties for branchingPrivate, branchingPublic, and staged values, while also disabling remote staging. It also sets common staging options and updates the group with the new type settings. If the group does not have a staging group, the method creates one and publishes the layouts. Finally, it will check the default layout set branches.;This method enables local staging for a group by setting properties for branchingPrivate, branchingPublic, and staged values, while also disabling remote staging. It also sets common staging options and updates the group with the new type settings. If the group does not have a staging group, the method creates one;;1.0;0.9999999403953552;0.9310344827586207;0.9994617700576782
2;This method overrides the default and calls disableForUser with the parameters what, token, pkg, and mCurrentUserId.;This method overrides the default and calls disable2ForUser with the parameters what, token, pkg, and mCurrentUserId.;This method overrides the default and calls disableForUser with the parameters what, token, pkg, and mCurrentUserId.;;0.9666666666666667;0.9999140501022339;1.0;1.0
3;This method parses through the containingModules array, checks to see if each module is of type JAVA, and then applies an appropriate packaging method as specified. Depending on the packaging method, it will either add a jar for the module output, relative path for manifest linking, or add the module output contents.;This method parses through the containingModules array, checks to see if each module is of type JAVA, and then applies an appropriate packaging method as specified. Depending on the packaging method, it will either add a jar for the module output, relative path for manifest linking, or add the module output contents.;This method parses through the containingModules array, checks to see if each module is of type JAVA, and then applies an appropriate packaging method as specified. Depending on the packaging method, it will either add a jar for the module output, relative path for manifest linking, or add the module output contents;;1.0;1.0;1.0;1.0
4;This method starts tracking by registering a receiver for various Intents, such as ACTION_BATTERY_LOW, ACTION_BATTERY_OKAY, ACTION_POWER_CONNECTED, and ACTION_POWER_DISCONNECTED. It then attempts to obtain a BatteryService from the ServiceManager and checks whether the battery is low or if it is being powered by BatteryManager.BATTERY_PLUGGED_ANY.;This method starts tracking by registering a receiver for various Intents, such as ACTION_BATTERY_LOW, ACTION_BATTERY_OKAY, ACTION_POWER_CONNECTED, and ACTION_POWER_DISCONNECTED. It then attempts to obtain a BatteryService from the ServiceManager and checks whether the battery is low or if it is being powered by BatteryManager.BATTERY_PLUGGED_ANY.;This method starts tracking by registering a receiver for various Intents, such as ACTION_BATTERY_LOW, ACTION_BATTERY_OKAY, ACTION_POWER_CONNECTED, and ACTION_POWER_DISCONNECTED. It then attempts to obtain a BatteryService from the Service;;1.0;1.0;0.8888888888888888;0.9969668388366699
5;This method determines if a protected member can be accessed through a UExpression receiver, UElement sourceNode, and PsiMember member. The containing class of the member is established, and the type of the receiver is determined. Depending on the type, either the accessObjectType is set to the resolved PsiClassType or the PsiElement is set to the resolved PsiClass. The source class of the sourceNode is then found and the JavaResolveUtil is used to determine if the protected member can be accessed.;This method determines if a protected member can be accessed through a UExpression receiver, UElement sourceNode, and PsiMember member. The containing class of the member is established, and the type of the receiver is determined. Depending on the type, either the accessObjectType is set to the resolved PsiClassType or the PsiElement is set to the resolved PsiClass. The source class of the sourceNode is then found and the JavaResolveUtil is used to determine if the protected member can be accessed, taking into account the static modifier of the member.;This method determines if a protected member can be accessed through a UExpression receiver, UElement sourceNode, and PsiMember member. The containing class of the member is established, and the type of the receiver is determined. Depending on the type, either the accessObjectType is set to the resolved PsiClassType;;0.972972972972973;0.9996914863586426;0.9444444444444444;0.9995166063308716
6;This method retrieves a list of ReferenceTypes for a given PsiClass, by getting the non-anonymous class name, checking for a top level parent class, and logging any local or anonymous classes that do not have a non-local parent. It then returns a list of ReferenceTypes.;This method retrieves a list of ReferenceTypes for a given PsiClass, by getting the non-anonymous class name, checking for a top level parent class, and logging any local or anonymous classes that do not have a non-local parent. It then returns a list of ReferenceTypes.;This method retrieves a list of ReferenceTypes for a given PsiClass, by getting the non-anonymous class name, checking for a top level parent class, and logging any local or anonymous classes that do not have a non-local parent. It then returns a list of ReferenceTypes.;;1.0;1.0;1.0;1.0
7;"This method takes a ModelContainer as an argument and returns an ArtifactBasicMetadata object. The method first initializes a list of ModelProperty objects from the ModelContainer and an ArtifactBasicMetadata object. It then iterates through the ModelProperty list and uses the URIs to set the corresponding properties in the ArtifactBasicMetadata object. The method then sets the scope to ""runtime"" if it is not already set and initializes a ModelDataSource object to query for exclusions. The method then iterates through the exclusions and sets their corresponding properties in an ArtifactBasicMetadata object and adds this object to a list of exclusions. The list of exclusions is then set in the ArtifactBasicMetadata object and the method returns it.";"This method takes a ModelContainer as an argument and returns an ArtifactBasicMetadata object. The method first initializes a list of ModelProperty objects from the ModelContainer and an ArtifactBasicMetadata object. It then iterates through the ModelProperty list and uses the URIs to set the corresponding properties in the ArtifactBasicMetadata object, using the resolved values. The method then sets the scope to ""runtime"" if it is not already set and initializes a ModelDataSource object to query for exclusions. The method then iterates through the exclusions and sets their corresponding properties in an ArtifactBasicMetadata object and adds this object to a list of exclusions. The list of exclusions is then set in the ArtifactBasicMetadata object and the method returns it.";This method takes a ModelContainer as an argument and returns an ArtifactBasicMetadata object. The method first initializes a list of ModelProperty objects from the ModelContainer and an ArtifactBasicMetadata object. It then iterates through the ModelProperty list and uses the URIs to set the corresponding properties in the ArtifactBasicMetadata object.;;0.95;0.9999458193778992;0.868421052631579;0.9994193911552429
8;This method rebuilds the list of ResolveInfo objects by first checking if mBaseResolveList is not null and setting mCurrentResolveList equal to it. If it is null, then mCurrentResolveList is set by querying the PackageManager for the mIntent with certain flags. Then, the list is looped through and any entries without permission are removed. Following that, the list is sorted by ResolveInfo.DisplayNameComparator, and finally the list of DisplayResolveInfo objects is created.;This method rebuilds the list of ResolveInfo objects by first checking if mBaseResolveList is not null and setting mCurrentResolveList equal to it. If it is null, then mCurrentResolveList is set by querying the PackageManager for the mIntent with certain flags. Then, the list is looped through and any entries without permission are removed. Following that, the list is sorted by ResolveInfo.DisplayNameComparator, and finally the list of DisplayResolveInfo objects is created.;This method rebuilds the list of ResolveInfo objects by first checking if mBaseResolveList is not null and setting mCurrentResolveList equal to it. If it is null, then mCurrentResolveList is set by querying the PackageManager for the mIntent with certain flags. Then, the list is looped through;;1.0;0.9999999403953552;0.9210526315789473;0.9992520213127136
9;This method creates a transformation on a bitmap using a matrix in order to achieve a desired result. It first checks if the data needs to be transformed, and if so, sets the target width, height, and rotation. It then determines if the center crop or center inside option should be used, and scales the matrix accordingly. Finally, it adds the exif rotation and creates a new bitmap from the result.;This method creates a transformation on a bitmap using a matrix in order to achieve a desired result. It first checks if the data needs to be transformed, and if so, sets the target width, height, and rotation. It then determines if the center crop or center inside option should be used, and scales the matrix accordingly. Finally, it adds the exif rotation and creates a new bitmap from the result, and recycles the old one.;This method creates a transformation on a bitmap using a matrix in order to achieve a desired result. It first checks if the data needs to be transformed, and if so, sets the target width, height, and rotation. It then determines if the center crop or center inside option should be used, and scales;;1.0;0.9998590350151062;0.9310344827586207;0.9996697306632996
